(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
2ebe2800-ceed-ed11-8849-002248d2defa;vHKON2N3DpkChb5psgNhShFec8zdQfcxI3eW2cIdmGuZX7afC/txRnkpa0xJ3mjH279lRl5tP8TXUarBkMdlJQ==;08/06/2023 19:14;OT-LAP2049818;08/05/2023 15:27;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;32400461;EDICIONES ALFA;ESPANA 1472;SAN MIGUEL DE TUCUMAN;4000;ESPANA 1472;TUCUMAN;-26,81436;-65,21608;;Ciudad
2a593ab4-cced-ed11-8849-0022483837ce;NjVV9+pEy5vaRzSD+aiu+jyKTNHP0GHcKbH7iN+EbzDpRln8i2Vm0y9UpgPJwNXfQG6cspBEsEbKLLLVYh4bdQ==;15/06/2023 19:16;OT-LAP2049790;08/05/2023 15:18;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;33400634;AUTOSERVICIO JR;SUIPACHA 701;SAN MIGUEL DE TUCUMAN;4000;SUIPACHA 701;TUCUMAN;-26,81877;-65,21450;;Ciudad
3c632c10-caed-ed11-8849-0022483837ce;FXyckJSvbgF334JA8loZdJORPts17pmdHGZmcrS/BQL48Q/7cOXHD5VXT6NdvwK+r3QjmkwDv/80MY23SHgCFA==;08/05/2023 17:59;OT-LAP2049749;08/05/2023 14:59;;Recambio de equipo;No;Lapos OT - Masivo Urbano v2;No;35056856;FARMACIA  ALQUIMIA;Barrio 260 Vivienda, Manzana 3, Casa 4;LOS VALLISTOS;4109;Barrio 260 Vivienda, Manzana 3, Casa 4;TUCUMAN;;;;Urbano
bbed6387-c8ed-ed11-8849-0022483839d8;GLxwLkvrY2yvUuo8noYun4vwUfOcowuyrivuRil3eIusk8ItN1vNePgb0VPEIDRRWHb6btliwAyCQYq7aG815g==;08/05/2023 17:48;OT-LAP2049726;08/05/2023 14:48;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35400458;OH LA LA;DIEGO DE ROJAS 1196 (ESQ. INDEPENDENCIA);TUCUMAN;4000;DIEGO DE ROJAS 1196 (ESQ. INDEPENDENCIA);TUCUMAN;-26,84168;-65,25028;;Ciudad
6a232a7d-bbea-ed11-a7c6-0022483839d8;xvPCczs9HxDcp2noiKOQ43vyU/0qHpXkHr2tfDMjZYuLcn4nOLEPcHn+R7GSnlq1A9kVyYTTXT84s8ygkVtzRA==;04/05/2023 20:38;OT-LAP2045941;04/05/2023 17:37;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;31401561;BRIAN MOTOS;ITALIA 4147;SAN MIGUEL DE TUCUMAN;4000;ITALIA 4147;TUCUMAN;-26,80397;-65,25291;;Ciudad
27e44079-bbea-ed11-a7c5-002248383caa;LxdmhPnxNMGErLJ0aZghmZIUUI1OuURJibJOeEbM1JKHLt4kMxzrlqN2v/weklFC25acWkSP1hjLDrgDS1Fy0Q==;04/05/2023 20:38;OT-LAP2045937;04/05/2023 17:37;;Recambio de equipo;No;Lapos OT - Masivo Urbano v2;No;14410000;NORTE BATERIAS;CONGRESO Y RUTA 9 S/N;PUENTE RIO SALI;4109;CONGRESO Y RUTA 9 S/N;TUCUMAN;;;;Urbano
66a56238-bbea-ed11-a7c6-00224838333c;0nPhVNaJGOxDOVgh6Uhu4Jn8QD4EYqOrNVyD9HvR1mfn6kkIZOJcMjUCSnfywpjzAFiWmFMemjQjsV65+OLsFw==;13/05/2023 12:41;OT-LAP2045873;04/05/2023 17:35;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35019300;EL OBRADOR;AV INDEPENDENCIA 157;SAN MIGUEL DE TUCUMAN;4000;AV INDEPENDENCIA 157;TUCUMAN;;;;Ciudad
06e25c3b-bbea-ed11-a7c6-0022483839d8;5uKjjULjZYkYOrltOpk3n0vVqDXJVVCKBKj4wT39cCSm7hIIxXscGqnxgf2Igq2VfWoNwmCloptKJNqHHWpI0w==;06/06/2023 12:26;OT-LAP2045874;04/05/2023 17:35;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;47044000;RULOS;BUENOS AIRES 85;SAN MIGUEL DE TUCUMAN;4000;BUENOS AIRES 85;TUCUMAN;-26,83160;-65,20662;;Ciudad
5fa47926-bbea-ed11-a7c6-00224838333c;JsnVyLMsnkTzIr3vUwW6sFoOQZwcWbBtpCwElX51/807YEqJrU+lEesKG3H+jscbtkmAxh76j08HruYk+nr2/w==;04/05/2023 20:37;OT-LAP2045813;04/05/2023 17:35;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;15029558;JARDIN DEL ANGEL SRL;Crisostomo Alvarez. Oficina 4;SAN MIGUEL DE TUCUMAN;4000;Crisostomo Alvarez. Oficina 4;TUCUMAN;-26,83406;-65,19771;;Ciudad
089e8021-bbea-ed11-a7c6-0022483837ce;lXrV5Q+Aldy+2Zt78OuIdVhnjBdigOKTHkFLl45/qN8YP931q44HIyzMyoYy0XXLAOExqicbvQMFyDrtewxuLA==;08/06/2023 12:05;OT-LAP2045799;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17400707;INSTITUTO MIXTO DE ENSEÐANZA P;CORDOBA 1062;SAN MIGUEL DE TUCUMAN;4000;CORDOBA 1062;TUCUMAN;-26,82516;-65,21247;;Ciudad
d01d141a-bbea-ed11-a7c5-002248383caa;3ZuR4+QziHfyUy4pp+/qmWvgzwcbYz6FIgYxhhaG9FiwckxQea4C9v0wGxlRD+Y4QkQ6LaZCnmG16r0TIF/n1g==;04/05/2023 20:37;OT-LAP2045781;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17400744;CAPER;MENDOZA 1112;SAN MIGUEL DE TUCUMAN;4000;MENDOZA 1112;TUCUMAN;-26,82617;-65,21454;;Ciudad
fa5de517-bbea-ed11-a7c6-002248383558;PkWPYdZl5WTgI1FXADm+sNeD08jL8upCIMNlM2eInDAr7DMseRD/wXYoQpgyakNXdkatBexVrT7vpbK+rqVlqg==;12/05/2023 11:54;OT-LAP2045769;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17400451;EMBRAFREN;AV. SARMIENTO 1360;TUCUMAN;4000;AV. SARMIENTO 1360;TUCUMAN;-26,81628;-65,21475;;Ciudad
40385617-bbea-ed11-a7c6-0022483839d8;jIB11upTTx+6CJqKpcjotCPcTZJoR7FWYAXOWnaijMVlREyj27cWprWZrPvpBVypvjdtlO8CyylZ2jDiC3lVlw==;06/06/2023 18:45;OT-LAP2045768;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34028970;OPTICA CORDOBA;CORDOBA 467;SAN MIGUEL DE TUCUMAN;4000;CORDOBA 467;TUCUMAN;-26,82703;-65,20322;;Ciudad
4e8c8914-bbea-ed11-a7c6-00224838333c;h16fBwsY0L27U6ZeFjExDflaLLN9smiXrbTDZ90hBHhXsym6+Adwr54ktMWnyDf6W9kFWcTIKsvrWJ//iZ3pCA==;12/06/2023 12:37;OT-LAP2045760;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;14096833;STANCANELLI REFRIGERACION;AV BENJAMIN ARAOZ 1234;SAN MIGUEL DE TUCUMAN;4000;AV BENJAMIN ARAOZ 1234;TUCUMAN;-26,83599;-65,17903;;Ciudad
7c5ce517-bbea-ed11-a7c6-002248383558;ikXGyfD+JzDmmq3QlTLXNHjZKc7LlQdyq7nrDQ/VT3LtK/KGN6Uog9ZM5EvzSRxB+iTXDXAlmxQXMHYsYc1f/g==;04/05/2023 20:37;OT-LAP2045757;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;33400728;FARMACIA CENTER;MATE DE LUNA 2850;SAN MIGUEL DE TUCUMAN;4000;MATE DE LUNA 2850;TUCUMAN;-26,82375;-65,23883;;Ciudad
0f71b609-bbea-ed11-a7c6-002248d2defa;0GXz9HC6oy9vGnat5IOIXdUWgb3bUjoVMtaIvLAYwCnHNRYUs+J80JwAvjWpDvKQn9O2p5r7/o5CArf3Ho28Ag==;14/06/2023 18:35;OT-LAP2045716;04/05/2023 17:34;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;31401354;GALVEZ MEDICINA PRIVADA;ALEM 160;TUCUMAN;4000;ALEM 160;TUCUMAN;;;;Ciudad
b5bcf40b-bbea-ed11-a7c6-002248383558;3Y0jY7xaEac+MXc+k//Q/IixHUc5SFPXVfxYVxxjFHuoGZ6VU1qW06M1HO/d6xYo9oIWe598GgBBxs6SeDIfYA==;04/05/2023 20:36;OT-LAP2045714;04/05/2023 17:34;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;32015670;DECI Q SI;AV. SAN MARTIN 134 4111;COLOMBRES;4111;AV. SAN MARTIN 134 4111;TUCUMAN;;;;Extra Rural
78590cf4-baea-ed11-a7c6-002248383558;UeDg4GdBviy9Gktz6bx7SfoyVUBwOv0DzSqs64z0dufovtH0XjZxROrGp1N0/jxRnAEbMJAHbFDnMD17kc+F0w==;04/05/2023 20:36;OT-LAP2045659;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;47045962;FIOL MARIA ANA;CANGALLO 703;SAN MIGUEL DE TUCUMAN;4000;CANGALLO 703;TUCUMAN;-26,87157;-65,21834;;Ciudad
10df69f7-baea-ed11-a7c5-002248383caa;rM6LeiSdA/3tq48uJqGjGEo+4KzfAo1HOX6T/eMSgLDxgXM7LSg7Ol4PMhoDpHC2HI8vgEiJ7ixr5dvJgfULMQ==;04/05/2023 20:36;OT-LAP2045652;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34226195;RICARDO MORA Y CIA SRL 9 DE JU;9 DE JULIO 64;SAN MIGUEL DE TUCUMAN;4000;9 DE JULIO 64;TUCUMAN;;;;Ciudad
8fb45bf3-baea-ed11-a7c6-0022483839d8;Dlf9DGHSjzvmikKDKOEBIeNCoXYX0qZJ79qF0Xu/9PekJS6BsZrc/9OPrBEU5N9hJ/o89jO5j4gcW8qbnorUfA==;12/06/2023 12:44;OT-LAP2045650;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34015591;CONFORT CENTER;San Juan 702;TUCUMAN;4000;San Juan 702;TUCUMAN;-26,73835;-65,26412;;Ciudad
24b45bf3-baea-ed11-a7c6-0022483839d8;vrVNQvJwgaO3/GXDNlRjwoelwWY6up5VjJLANzH0ZkmCBvoYm7w2OcdL/Lwz9c/LUIP536DkrH/rOsl6gzuxFQ==;02/06/2023 18:54;OT-LAP2045649;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35037715;INI COMPUTACION;CRISOSTOMO ALVAREZ 777;SAN MIGUEL DE TUCUMAN;4000;CRISOSTOMO ALVAREZ 777;TUCUMAN;-26,83136;-65,20934;;Ciudad
6a0614ee-baea-ed11-a7c6-002248383558;ca8WXIUkxU/kDe1QiMSqjRa4Q3Qr43IU76Z+0RVBPc/4b3tc//6ZP/OHpscd48G3LaWamQgV6NJVUbZ7zUfwrg==;04/05/2023 20:38;OT-LAP2045631;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35401198;DON BOSCO SANITARIOS;ITALIA 4135;SAN MIGUEL DE TUCUMAN;4000;ITALIA 4135;TUCUMAN;-26,80406;-65,25275;;Ciudad
039d6ae1-baea-ed11-a7c6-0022483837ce;DeNTVTcVvD4p5de+s4Vjp9/F4nXV1P4FWl/rnm2LNlwUQm4PwLILSSk6/cghyy90g/GTgOWXWuN3rP3gz7CMxA==;04/05/2023 20:38;OT-LAP2045601;04/05/2023 17:33;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;33401075;CASA ROTELLA;CATAMARCA 217;SAN MIGUEL DE TUCUMAN;4000;CATAMARCA 217;TUCUMAN;-26,82624;-65,21161;;Ciudad
2ba1e9d9-baea-ed11-a7c6-002248d2defa;Y35znxy7QwFcNc2ocK00/nn0feTFjh2MNW5bBdnlAvtMbvfsxHViW2cAF7WIOJfbyr045XYb7DZJhFeZVujNzA==;04/05/2023 20:36;OT-LAP2045567;04/05/2023 17:32;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35410794;VESTIDOR DE PIOJITOS;AV. EVA PERON Y 17 DE AGOSTO S/N;SAN ANDRES;4111;AV. EVA PERON Y 17 DE AGOSTO S/N;TUCUMAN;;;;Extra Rural
023f82d5-baea-ed11-a7c6-0022483839d8;zTLAHaEh5Kdia0AMZqZ2MjqOauuBphdkuGzLoY4qbcQiBPpWDmOREnwv0nlZxFqsoy6tHVLvug+WAL+0rmLhHA==;04/05/2023 20:36;OT-LAP2045565;04/05/2023 17:32;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14034801;Santa Rosa mini mercado;F. NOUGDS ESQ AV ROQUE RAMON  1;SANTA ROSA DE LEALES;4111;F. NOUGDS ESQ AV ROQUE RAMON  1;TUCUMAN;;;;Extra Rural
a2af44cb-baea-ed11-a7c6-00224838333c;8yuUxbjZJzbhs1Wx6AY6HRvHGxcgaPlAuf3YEnA4GCbeHZgyMPQg/RCd0v16+FXkwurq0pGHfEDvJalPbg/DHA==;12/06/2023 18:46;OT-LAP2045527;04/05/2023 17:32;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;34071399;ROSALLO GNC;AV GOB DEL CAMPO 1262;SAN MIGUEL DE TUCUMAN;4000;AV GOB DEL CAMPO 1262;TUCUMAN;-26,82331;-65,17537;;Ciudad
5c624cc5-baea-ed11-a7c6-00224838333c;EpF1C11wntxSBRZ5vbS6nZ3PI8ytFJs1Uosa0wB78q3nTeu+15Xk5nOyWstctaZ1s3NK99o4nl4EAy29lyEBOA==;02/06/2023 18:25;OT-LAP2045506;04/05/2023 17:32;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34043901;MUSIC SHOW;CHACABUCO 85;SAN MIGUEL DE TUCUMAN;4000;CHACABUCO 85;TUCUMAN;-26,83135;-65,20812;;Ciudad
c73f96b1-baea-ed11-a7c6-0022483839d8;2ck904EaojAbpBK2uXHfGCsD2KoPRkwHhhnCCHN6Hxt34BNFpLFFO/2KUHGu/usB4igq+N7+Ed2MW3580EtotA==;04/05/2023 20:35;OT-LAP2045449;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34031773;B & A DENTAL;PIEDRAS 1308;SAN MIGUEL DE TUCUMAN;4000;PIEDRAS 1308;TUCUMAN;-26,83280;-65,21839;;Ciudad
965609b0-baea-ed11-a7c6-002248d2defa;DAqcwsLPo0lmXsEgBE4QsSBM1FiARw41uysrMM8qfIufJOXAnNhfgvj+PhONazp57x9lET9b+/0AKKfswBnAzw==;04/05/2023 20:33;OT-LAP2045436;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;12400585;LAURA GRACIELA FARHAT;RIVADAVIA 712;TUCUMAN;4000;RIVADAVIA 712;TUCUMAN;-26,81718;-65,14368;;Ciudad
a0ac9cab-baea-ed11-a7c6-0022483837ce;dg2H0ZZx91ZbigwgO+qP1m+QUFXDD1CNXTE7XDDnGOcNhQRkgU7DqBmkem5C5UYls/wrRAOVdkHjS0cf8smmOA==;12/06/2023 18:42;OT-LAP2045421;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;12400290;COLEGIO DE ABOGADOS DE TUCUMAN;CONGRESO 450;SAN MIGUEL DE TUCUMAN;4000;CONGRESO 450;TUCUMAN;-26,83746;-65,20457;;Ciudad
cf5bad9f-baea-ed11-a7c6-0022483839d8;RExA98TgypLejrkY8Pb7AQp+Pvv0kaG3hnhzgnS+r8kn8wojo6BkGaz/4li18xAfjWgbIDhEzTqyheDKIGDp5w==;12/06/2023 18:46;OT-LAP2045392;04/05/2023 17:31;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;34020763;ROSELLO GNC;AV GDOR DEL CAMPO N? 1262;TUCUMAN;4000;AV GDOR DEL CAMPO N? 1262;TUCUMAN;-26,81813;-65,17456;;Ciudad
99eb189e-baea-ed11-a7c6-002248d2defa;KSdBrYYEPmhNTfkkCOCv+je7XZa0vdWJ9FCZt0RuDGzylDpqpOmO+Y7C9lRl/3DXBT0zvTnZLLYbdXXn6oPMzQ==;12/06/2023 12:44;OT-LAP2045391;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;14114032;ESPACIO HACHE;SANTIAGO 854;SAN MIGUEL DE TUCUMAN;4000;SANTIAGO 854;TUCUMAN;-26,82326;-65,20815;;Ciudad
5c788095-baea-ed11-a7c6-00224838333c;JBo1a2Pnfxpl0nrDC00GZPCCSmTtq2hx5NuFrmhzDW4Ma4FTNYVHXObBTYn6x9xgQlAStkIiGwtUDMS8wrUvEw==;04/05/2023 20:32;OT-LAP2045362;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34226199;RICARDO C MORA Y CIA SRL CHACA;9 DE JULIO 64;SAN MIGUEL DE TUCUMAN;4000;9 DE JULIO 64;TUCUMAN;;;;Rural
f6102892-baea-ed11-a7c6-002248d2defa;/MJKmQxsU6sXC3E6yS6rP0P7fCN+x5/0/6c7YpT39Nx/wWBWjyFHn3bs64agqvujgV1t3owKQOPj9lfuOZbjyA==;04/05/2023 20:33;OT-LAP2045354;04/05/2023 17:31;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35400902;MACOWENS;GOMEZ PARDO LOC 3;SAN MIGUEL DE TUCUMAN;4000;GOMEZ PARDO LOC 3;TUCUMAN;-26,80457;-65,21904;;Ciudad
ae768095-baea-ed11-a7c6-00224838333c;AsKwhAh8wWZDTfEyo/j8pWiAQ3eqiVhYmKlqQI5+f0vA8/XJFBPacMpCEHBXkQPz7TqU7//eXoR+WwAr0wQGPA==;04/05/2023 20:32;OT-LAP2045353;04/05/2023 17:31;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;34261202;LIBRERIA SAN PABLO;9 DE JULIO 77;SAN MIGUEL DE TUCUMAN;4000;9 DE JULIO 77;TUCUMAN;;;;Ciudad
7f56b28d-baea-ed11-a7c6-0022483837ce;hD3JvwDZ5qNP94MV2Co1oPujnts0liZS7hy2FXivhN19z6YOY2efxAtjAMT0aR9bIDzbtVb5KsB7mbmgWthQnQ==;04/05/2023 20:33;OT-LAP2045328;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34226196;RICARDO C MORA Y CIA SRL CONGR;CONGRES TUCUMAN 220;SAN MIGUEL DE TUCUMAN;4000;CONGRES TUCUMAN 220;TUCUMAN;-26,82290;-65,22379;;Ciudad
e4a03780-baea-ed11-a7c6-002248d2defa;hQotbPve51OmZt65Xg+sMs2Yta3nds5wpAjO0M8OE99XtFpeztwndHKqbXRwXzDHyIWCN+Uj4lj+hcssUe7tQQ==;04/05/2023 20:32;OT-LAP2045302;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35019944;INDEPENDENCIA MOTOS SRL;AV INDEPENDENCIA 2776;SAN MIGUEL DE TUCUMAN;4000;AV INDEPENDENCIA 2776;TUCUMAN;-26,84218;-65,24426;;Ciudad
bf67b279-baea-ed11-a7c6-002248383558;0jCiJhGpp7vBoPOqZ6hBJDwOv8Sxwm5JtWh+2cZKu0O58OMxBcqFLENbH0nNhJ5KaRVO0j9BiZWb1zPp0bAqKA==;12/06/2023 18:42;OT-LAP2045273;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35402410;COLEGIO DE ABOGADOS DE TUCUMAN;CONGRESO 450;SAN MIGUEL DE TUCUMAN;4000;CONGRESO 450;TUCUMAN;-26,83746;-65,20457;;Ciudad
fbaaae71-baea-ed11-a7c6-00224838333c;v3iOhPWtgOTpIJbualIbshA01PDxvdiGsNyaEo6Oa5Y1V0GfW97DHgaAgnL/ArQiUmeLV6GvTRVXnwKrwgBiHQ==;13/06/2023 19:14;OT-LAP2045244;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35401146;TOCAYAS;9 DE JULIO  217;SAN MIGUEL DE TUCUMAN;4000;9 DE JULIO  217;TUCUMAN;-26,84496;-65,28061;;Ciudad
1e2a056e-baea-ed11-a7c5-002248383caa;X0M+xFq9RhA8nVBHtbOFERiREukXNcTPrqANEI/G14KCIL7cca051bWs4yQ3IWejSIzgcsMQyrZyNgIvOstLEA==;04/05/2023 20:32;OT-LAP2045247;04/05/2023 17:30;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;35401248;SODIO;24 DE SEPTIEMBRE  33;TUCUMAN;4000;24 DE SEPTIEMBRE  33;TUCUMAN;-26,73587;-65,25182;;Ciudad
ad3ad66f-baea-ed11-a7c6-0022483837ce;Ga4iZBlw57jmZNdlvNT4PzIUb//in8xV0vV+R8pN4UM6F10s/8a5Ufj5nc4CYcF6QGYJ8oBsweDztRHGgS99UQ==;16/06/2023 18:28;OT-LAP2045245;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17401150;CLINICA ODONTOLOGICA;SANTA FE 745;SAN MIGUEL DE TUCUMAN;4000;SANTA FE 745;TUCUMAN;-26,81934;-65,20568;;Ciudad
7539d66f-baea-ed11-a7c6-0022483837ce;MEWK73gRnt+2ot3ZE59iisGBoonTjyl6K1ZTTveqhexQkdI1CBxAmLTFT16ycXkXiKZGaq2EEK/sr00x4iCYSg==;04/05/2023 20:31;OT-LAP2045239;04/05/2023 17:30;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17401198;REFRIGERACION SAN MARTIN SRL;LAVALLE 2175;SAN MIGUEL DE TUCUMAN;4000;LAVALLE 2175;TUCUMAN;-26,83356;-65,23239;;Ciudad
083db86d-baea-ed11-a7c6-002248383558;pXdRc2gfNpQhFiIzC0Zw07qpqTRpOA+5ZcUMGTkmOdu3VSkFaD+LaSsqOUNnNElN7PWrjqEkR30g2oLOYwH4TA==;04/05/2023 20:32;OT-LAP2045228;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;12400698;RAMON ANGEL RUIZ;AV. ROCA 453;TUCUMAN;4000;AV. ROCA 453;TUCUMAN;;;;Ciudad
d8f04268-baea-ed11-a7c6-002248d2defa;i+Gy4CI9auHNkqlH7puiLJUrBXaeMXoggsJKG4qr24/MToQ78qUbXxrgwEV+v/5NmKMdTRGGemh1B0fZawHPNQ==;16/06/2023 12:29;OT-LAP2045224;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34149446;COMPU MAQ;MONTEAGUDO DR BERNARDO DE 50;SAN MIGUEL DE TUCUMAN;4000;MONTEAGUDO DR BERNARDO DE 50;TUCUMAN;;;;Ciudad
8814be65-baea-ed11-a7c6-00224838333c;ERBcQlcUIkXGL0DqFvcMBZ6dsa2xl++VDS1spNwfOJtxQw+Ghe8ugCwnzWnmRu3HplsIOMFcdPo7DT9F8fUCDQ==;04/05/2023 20:31;OT-LAP2045221;04/05/2023 17:29;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;34208517;ROSELLO GNC;JUJUY  2140;SAN MIGUEL DE T;4000;JUJUY  2140;TUCUMAN;-26,85783;-65,21826;;Ciudad
cb91ca5b-baea-ed11-a7c6-002248383558;K6zpiQLXeJ+EHdOaxmKpXmdZkrkEGFpLTYNShh48yU4u0GWbttn0chGwxtcVpYyEGB5NUq3Kl3GvnpRNdxXkyQ==;04/05/2023 20:30;OT-LAP2045191;04/05/2023 17:29;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;14400035;VICTOR MASSON TTE CRUZ;LAVALLE 2597;SAN MIGUEL DE TUCUMAN;4000;LAVALLE 2597;TUCUMAN;-26,83322;-65,23809;;Ciudad
a1351c5c-baea-ed11-a7c5-002248383caa;md5yXCohrw1e3XJYtprCuCMoRPFS93ULE/kLmE83lX0mB/MftoDqudnYAV43cxzhckX1DINF9xjWzoD6oyQTUw==;14/06/2023 12:32;OT-LAP2045190;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;33400074;RODAEVER SA;JOSE COLOMBRES 340;SAN MIGUEL DE TUCUMAN;4000;JOSE COLOMBRES 340;TUCUMAN;;;;Ciudad
9990ca5b-baea-ed11-a7c6-002248383558;iN3VSIMA7pn5AB8ehuWnWpPquUn5KDFzSmvzmzFdTD5/YfM8w69KMI22P8hYLOX/EP4g0QyELxh2TYPMyBZSdA==;04/05/2023 20:30;OT-LAP2045183;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;17401559;CLUB TUCUMAN DE GIMNASIA;CORDOBA 1180;SAN MIGUEL DE TUCUMAN;4000;CORDOBA 1180;TUCUMAN;-26,82481;-65,21407;;Ciudad
2552c659-baea-ed11-a7c6-00224838333c;YkrtbNHJ5qM1oq2Xzi66B6s/QnXC4rCVcSbBPp7jixf0h2PBRET7y19yZRbds7CqdMoB8g1VUV3/KA7yOL5ukA==;04/05/2023 20:30;OT-LAP2045180;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;47045992;CHEVRONAR;COLON 315;SAN MIGUEL DE TUCUMAN;4000;COLON 315;TUCUMAN;-26,82945;-65,23337;;Ciudad
346c4b56-baea-ed11-a7c6-002248d2defa;qLNHyIaAYN3gIza9QVS6bMqrgj4Q4hQjVPURp6fY6+/GmDSTU0mPElVbrHBGYfZw25+HxEw7gpO4XNvNcxgTrQ==;15/06/2023 11:53;OT-LAP2045162;04/05/2023 17:29;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35400464;ITALP;GOBERNADOR DEL CAMPO 1020;AGUAS CORRIENTES (APEADERO FCGB);4000;GOBERNADOR DEL CAMPO 1020;TUCUMAN;;;;Ciudad
dc46d647-baea-ed11-a7c6-00224838333c;8HgRZvG++Dxzu4jiuSFs2FnF2e05sAOsmlyCyaWpGGPRDVfm2wxXURrcsTA/dwQkTcaRK6Q7YhvDLomqlYf5zw==;13/06/2023 19:16;OT-LAP2045120;04/05/2023 17:28;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35044614;EL CONEJO LOCO;SAN MARTIN 4790 LOCAL 1 Y 2;SAN MIGUEL DE TUCUMAN;4000;SAN MARTIN 4790 LOCAL 1 Y 2;TUCUMAN;-26,81726;-65,26427;;Ciudad
0d668da7-05e5-ed11-8847-002248383caa;eNaw9Infj2ZQKz734Vj7JzBMB9DHuUsFvRVFcb+SpveWSEIaZnIkeAyis8m4FfH8gkPHbt5hiCyRybjdp0emgw==;09/06/2023 12:14;OT-LAP2035034;27/04/2023 11:13;;Baja terminal;No;Lapos OT - Masivo Extra Rural v2;No;16261717;ALMACEN RIO NIO;Ruta 310 Km 60 Río Nio - Burruyacu 4119 Tucumán;Burruyacu;4119;Ruta 310 Km 60 Río Nio - Burruyacu 4119 Tucumán;TUCUMAN;-26,80335;-65,25226;N910;Extra Rural
